FORMULARZ;WIERSZ;KOLUMNA;WARTOŚĆ;KOD ZAKLADU;WERSJA SFCR;DATA SFCR;ID_TAB;TRZECI WYMIAR KRAJ
S.02.01.02.01;R0010;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0020;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0030;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0040;C0010;5275.0;10;1;31.12.2017;111;
S.02.01.02.01;R0050;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0060;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0070;C0010;63950.0;10;1;31.12.2017;111;
S.02.01.02.01;R0080;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0090;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0100;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0110;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0120;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0130;C0010;37926.0;10;1;31.12.2017;111;
S.02.01.02.01;R0140;C0010;37926.0;10;1;31.12.2017;111;
S.02.01.02.01;R0150;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0160;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0170;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0180;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0190;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0200;C0010;26024.0;10;1;31.12.2017;111;
S.02.01.02.01;R0210;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0220;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0230;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0240;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0250;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0260;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0270;C0010;0.0;10;1;31.12.2017;111;
S.02.01.02.01;R0280;C0010;-40.0;10;1;31.12.2017;111;
S.02.01.02.01;R0290;C0010;-21.0;10;1;31.12.2017;111;
S.02.01.02.01;R0300;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0310;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0320;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0330;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0340;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0350;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0360;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0370;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0380;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0390;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0400;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0410;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0420;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0500;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0510;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0520;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0530;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0540;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0550;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0560;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0570;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0580;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0590;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0600;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0610;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0620;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0630;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0640;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0650;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0660;C0010;;10;1;31.12.2017;111;
S.02.01.02.01;R0670;C0010;;10;1;31.12.2017;111;
