FORMULARZ;WIERSZ;KOLUMNA;WARTOŚĆ;KOD ZAKLADU;WERSJA SFCR;DATA SFCR;ID_TAB;TRZECI WYMIAR KRAJ
S.02.01.02.01;R0010;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0020;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0030;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0040;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0050;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0060;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0070;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0080;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0090;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0100;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0110;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0120;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0130;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0140;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0150;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0160;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0170;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0180;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0190;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0200;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0210;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0220;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0230;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0240;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0250;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0260;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0270;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0280;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0290;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0300;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0310;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0320;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0330;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0340;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0350;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0360;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0370;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0380;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0390;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0400;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0410;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0420;C0010;;11;1;31.12.2021;11;
S.02.01.02.01;R0500;C0010;;11;1;31.12.2021;11;
